head	rel	tail
Q365	P190	Q6346
Q35	P530	Q96
Q239	P190	Q649
Q183	P150	Q64
Q40	P530	Q17
Q35715	P47	Q36074
Q406	P190	Q8686
Q232	P530	Q230
Q37	P530	Q16
Q5092	P17	Q30
Q739	P530	Q183
Q212	P47	Q28
Q656	P190	Q1156
Q16	P530	Q262
Q5092	P190	Q1449
Q33935	P190	Q8678
Q804	P530	Q148
Q928	P530	Q851
Q794	P530	Q928
Q227	P530	Q212
Q96	P530	Q29
Q2280	P190	Q956
Q17	P530	Q227
Q1486	P190	Q2887
Q2280	P190	Q1773
Q365	P190	Q406
Q3249	P47	Q12589
Q35	P361	Q46
Q29	P47	Q1028
Q1486	P190	Q2868
Q1371	P47	Q1603
Q3361	P17	Q142
Q863	P17	Q863
Q265	P17	Q265
Q38903	P17	Q30
Q30	P150	Q1211
Q18094	P190	Q1533
Q183	P150	Q980
Q174	P190	Q8686
Q62	P190	Q72
Q36704	P527	Q83286
Q41	P47	Q43
Q1036	P47	Q974
Q1861	P190	Q8684
Q801	P17	Q801
Q822	P530	Q796
Q159	P530	Q948
Q172	P190	Q1489
Q213	P530	Q865
Q239	P190	Q437
Q865	P530	Q115
Q1435	P190	Q8686
Q1757	P190	Q1748
Q30	P530	Q836
Q159	P530	Q117
Q16	P150	Q1974
Q38	P530	Q794
Q189	P530	Q884
Q424	P530	Q252
Q1016	P17	Q1016
Q408	P530	Q792
Q39	P30	Q46
Q794	P530	Q833
Q1773	P190	Q1754
Q649	P190	Q1524
Q902	P530	Q241
Q145	P150	Q21
Q174	P190	Q2868
Q928	P530	Q801
Q77	P530	Q36
Q15180	P530	Q20
Q928	P530	Q241
Q954	P530	Q403
Q39	P150	Q11911
Q8686	P190	Q23482
Q15921732	P460	Q15921764
Q184	P530	Q142
Q423	P37	Q9176
Q884	P530	Q41
Q214	P530	Q902
Q38	P530	Q114
Q1353	P17	Q668
Q889	P530	Q878
Q424	P530	Q17
Q1400	P47	Q1371
Q987	P190	Q61
Q38	P530	Q217
Q733	P530	Q668
Q829	P138	Q5
Q12538	P47	Q12700
Q45	P530	Q212
Q956	P30	Q48
Q843	P530	Q225
Q1603	P47	Q1581
Q34	P530	Q191
Q219	P530	Q884
Q2117521	P460	Q4925477
Q456	P190	Q1461
Q212	P150	Q1899
Q1731	P17	Q16957
Q183	P530	Q189
Q994	P190	Q19660
Q35	P530	Q965
Q833	P530	Q739
Q796	P47	Q810
Q145	P530	Q189
Q84	P190	Q19660
Q79	P530	Q810
Q298	P530	Q792
Q34	P530	Q184
Q212	P530	Q221
Q85	P190	Q8684
Q46	P527	Q46
Q656	P190	Q1770
Q23556	P190	Q994
Q1524	P30	Q46
Q403	P530	Q117
Q1022	P190	Q1156
Q490	P190	Q656
Q408	P530	Q77
Q858	P530	Q805
Q40	P530	Q148
Q1563	P190	Q2807
Q38	P530	Q20
Q148	P530	Q38
Q159	P530	Q217
Q241	P530	Q865
Q928	P47	Q252
Q18336315	P460	Q11122389
Q1016	P47	Q948
Q148	P47	Q423
Q36	P36	Q270
Q805	P47	Q851
Q16	P530	Q884
Q28513	P17	Q28513
Q419	P47	Q155
Q727	P190	Q1524
Q232	P530	Q399
Q41	P530	Q227
Q399	P530	Q183
Q252	P530	Q155
Q8678	P190	Q19660
Q145	P530	Q902
Q1761	P190	Q490
Q18419	P17	Q30
Q8684	P190	Q270
Q30	P530	Q783
Q38	P530	Q1045
Q34	P530	Q16
Q211	P530	Q212
Q39	P530	Q258
Q148	P361	Q48
Q15180	P530	Q833
Q159	P530	Q424
Q2079	P190	Q1891
Q641	P190	Q9248
Q801	P530	Q739
Q31487	P17	Q36
Q2079	P30	Q46
Q656	P190	Q34370
Q148	P530	Q954
Q30	P530	Q1041
Q230	P530	Q225
Q403	P530	Q796
Q668	P530	Q912
Q184	P530	Q148
Q30	P530	Q403
Q36	P47	Q214
Q36	P530	Q229
Q717	P530	Q736
Q1953	P190	Q1899
Q1899	P190	Q994
Q227	P530	Q16
Q884	P530	Q79
Q40	P47	Q39
Q159	P30	Q48
Q23556	P190	Q1524
Q17	P530	Q334
Q43	P47	Q796
Q419	P530	Q183
Q851	P530	Q1028
Q1489	P190	Q16555
Q1212	P17	Q30
Q33	P530	Q16
Q43	P530	Q155
Q35715	P47	Q36687
Q881	P530	Q32
Q916	P17	Q916
Q1218	P190	Q649
Q1335	P190	Q656
Q225	P47	Q403
Q12892	P190	Q656
Q145	P150	Q25
Q668	P530	Q822
Q717	P530	Q801
Q115	P530	Q833
Q37	P530	Q218
Q1297	P190	Q174
Q79	P530	Q711
Q2887	P190	Q8652
Q1028	P530	Q45
Q28	P530	Q902
Q1212	P47	Q1214
Q83286	P1366	Q221
Q40	P530	Q298
Q262	P530	Q159
Q878	P530	Q96
Q664	P530	Q843
Q30	P47	Q786
Q1486	P190	Q174
Q475210	P460	Q18336315
Q61	P190	Q1524
Q35	P530	Q884
Q38022	P190	Q456
Q403	P530	Q878
Q843	P530	Q16
Q62	P190	Q1533
Q159	P530	Q736
Q229	P530	Q36
Q1435	P190	Q270
Q55	P530	Q215
Q221	P530	Q40
Q1041	P530	Q159
Q3093	P47	Q12753
Q148	P47	Q17
Q30	P530	Q15180
Q414	P530	Q16
Q8678	P190	Q956
Q902	P530	Q424
Q35	P530	Q668
Q1353	P30	Q48
Q252	P530	Q668
Q8646	P530	Q30
Q7318	P47	Q55
Q865	P530	Q822
Q148	P530	Q912
Q956	P190	Q3711
Q258	P530	Q219
Q8663	P710	Q145
Q1770	P190	Q1773
Q884	P530	Q334
Q191	P530	Q668
Q30	P530	Q230
Q10989273	P460	Q475210
Q142	P530	Q916
Q159	P530	Q265
Q1612	P47	Q1439
Q148	P530	Q334
Q813	P530	Q159
Q1415	P36	Q6346
Q691	P47	Q408
Q15180	P47	Q219
Q219	P530	Q211
Q865	P530	Q837
Q14647205	P460	Q12788459
Q7201446	P460	Q2268455
Q2093070	P460	Q15897419
Q472	P190	Q1342
Q824	P47	Q1221
Q1489	P190	Q2868
Q173	P47	Q1494
Q2079	P190	Q2256
Q6298851	P407	Q5146
Q801	P530	Q928
Q215	P530	Q35
Q30	P530	Q766
Q212	P530	Q191
Q184	P530	Q902
Q1486	P190	Q270
Q16556	P1376	Q816
Q212	P530	Q96
Q878	P530	Q148
Q1794	P190	Q1352
Q1953	P190	Q8678
Q16	P530	Q45
Q1036	P530	Q35
Q408	P530	Q800
Q3616	P17	Q794
Q17	P530	Q37
Q1754	P17	Q34
Q1603	P47	Q1509
Q475210	P460	Q1158906
Q851	P530	Q423
Q406	P190	Q84
Q159	P47	Q711
Q29	P530	Q766
Q262	P530	Q183
Q884	P530	Q155
Q2280	P190	Q1899
Q34370	P190	Q1486
Q766	P530	Q148
Q403	P47	Q218
Q30	P47	Q16
Q980	P131	Q43287
Q221	P530	Q408
Q12589	P47	Q12679
Q1899	P190	Q1770
Q403	P530	Q736
Q77	P530	Q736
Q801	P530	Q878
Q183	P47	Q213
Q8678	P190	Q365
Q656	P190	Q65
Q858	P47	Q796
Q8678	P190	Q2807
Q12788459	P460	Q1605665
Q221	P47	Q219
Q31	P530	Q843
Q16	P530	Q252
Q37100	P190	Q34932
Q1033	P530	Q155
Q211	P530	Q189
Q406	P190	Q656
Q39	P530	Q801
Q801	P530	Q145
Q796	P530	Q159
Q13501137	P460	Q830350
Q1754	P190	Q1773
Q216	P190	Q1754
Q43196	P190	Q1726
Q60	P190	Q34647
Q649	P190	Q1861
Q711	P530	Q224
Q656	P190	Q31487
Q408	P530	Q43
Q8646	P530	Q865
Q1757	P190	Q656
Q172579	P17	Q172579
Q265	P30	Q48
Q889	P530	Q403
Q414	P530	Q96
Q1033	P530	Q258
Q35	P530	Q38
Q30	P150	Q1588
Q1223	P47	Q1974
Q829	P47	Q1522
Q114	P530	Q252
Q155	P530	Q1033
Q865	P530	Q219
Q1008	P47	Q117
Q403	P530	Q35
Q854	P530	Q39
Q14647205	P460	Q1158477
Q17	P530	Q33
Q854	P530	Q403
Q96	P530	Q334
Q1016	P530	Q805
Q19660	P190	Q340
Q36312	P190	Q16556
Q20	P47	Q159
Q11925	P17	Q39
Q851	P530	Q224
Q1214	P47	Q1261
Q974	P47	Q916
Q241	P530	Q258
Q142	P530	Q836
Q1045	P530	Q35
Q733	P530	Q17
Q750	P17	Q750
Q184	P530	Q232
Q794	P530	Q16
Q664	P530	Q865
Q1605665	P460	Q1158477
Q649	P190	Q1718
Q32	P37	Q188
Q4925477	P460	Q830350
Q1016	P530	Q902
Q32	P530	Q38
Q84	P190	Q727
Q19660	P190	Q1524
Q191	P47	Q159
Q30	P530	Q889
Q265	P530	Q212
Q863	P47	Q148
Q34266	P37	Q1412
Q632842	P460	Q18336315
Q241	P530	Q148
Q145	P530	Q183
Q403	P530	Q836
Q717	P17	Q717
Q34217	P17	Q174193
Q115	P530	Q159
Q96	P530	Q77
Q8663	P710	Q408
Q1428	P17	Q30
Q1397	P47	Q1371
Q155	P530	Q258
Q974	P47	Q924
Q184	P530	Q801
Q40	P530	Q851
Q863	P530	Q41
Q38	P530	Q298
Q96	P530	Q786
Q399	P530	Q801
Q902	P530	Q45
Q837	P530	Q183
Q1773	P190	Q2044
Q668	P530	Q1041
Q974	P530	Q30
Q822	P530	Q41
Q1085	P190	Q1524
Q1486	P190	Q1492
Q184	P530	Q39
Q2079	P190	Q1899
Q1008	P530	Q148
Q403	P530	Q869
Q889	P530	Q30
Q365	P190	Q33935
Q597	P190	Q8652
Q865	P530	Q750
Q334	P530	Q183
Q117	P530	Q833
Q1726	P190	Q23436
Q142	P530	Q878
Q1415	P47	Q1397
Q35	P530	Q928
Q64	P190	Q1486
Q843	P530	Q213
Q32	P530	Q159
Q159	P530	Q664
Q1297	P190	Q649
Q34	P530	Q183
Q221	P530	Q236
Q148	P530	Q414
Q1489	P190	Q1335
Q800	P47	Q804
Q1762022	P460	Q18336315
Q34	P530	Q408
Q1393	P47	Q1391
Q39	P530	Q217
Q142	P530	Q754
Q805	P530	Q30
Q8684	P190	Q174
Q176	P47	Q759
Q865	P530	Q191
Q179248	P17	Q145
Q183	P530	Q1036
Q902	P530	Q858
Q1019	P17	Q1019
Q114	P17	Q114
Q414	P530	Q41
Q179248	P17	Q183
Q1546	P47	Q1581
Q16	P150	Q2003
Q159	P30	Q46
Q1524	P190	Q1449
Q739	P530	Q96
Q399	P47	Q43
Q1439	P47	Q1522
Q8663	P710	Q423
Q189	P530	Q41
Q33	P530	Q258
Q142	P530	Q865
Q159	P530	Q668
Q878	P530	Q408
Q865	P17	Q865
Q881	P530	Q29
Q142	P530	Q36
Q974	P530	Q148
Q664	P530	Q403
Q142	P530	Q424
Q816	P47	Q1261
Q1773	P190	Q649
Q96	P530	Q822
Q12892	P190	Q1492
Q36	P530	Q29
Q183	P530	Q334
Q17	P530	Q30
Q1773	P190	Q956
Q236	P530	Q35
Q45	P530	Q1028
Q145	P47	Q717
Q664	P530	Q851
Q865	P530	Q858
Q16	P530	Q35
Q783	P530	Q408
Q884	P530	Q869
Q1297	P190	Q11739
Q215	P36	Q437
Q159	P530	Q974
Q1008	P530	Q902
Q736	P17	Q736
Q1486	P190	Q8684
Q1486	P190	Q2807
Q912	P47	Q262
Q805	P530	Q43
Q65	P17	Q30
Q252	P530	Q148
Q717	P530	Q17
Q1524	P190	Q2807
Q810	P530	Q833
Q29	P47	Q142
Q1486	P190	Q1085
Q1335	P190	Q1486
Q928	P530	Q691
Q786	P530	Q77
Q843	P530	Q265
Q224	P530	Q183
Q1948	P47	Q1527
Q17	P530	Q399
Q945	P47	Q965
Q96	P530	Q232
Q794	P530	Q142
Q77	P530	Q884
Q12892	P17	Q31
Q77	P530	Q786
Q16	P530	Q96
Q96	P530	Q843
Q220546	P407	Q150
Q217	P530	Q865
Q232	P530	Q96
Q184	P530	Q224
Q224	P17	Q224
Q39	P530	Q1016
Q796	P530	Q805
Q954	P47	Q258
Q889	P47	Q15180
Q851	P17	Q851
Q974	P530	Q155
Q40	P530	Q77
Q668	P530	Q183
Q230	P530	Q29
Q1490	P190	Q60
Q183	P530	Q974
Q833	P530	Q298
Q585	P190	Q656
Q183	P530	Q241
Q836	P30	Q48
Q20	P530	Q423
Q35	P530	Q881
Q1953	P190	Q65
Q30	P47	Q159
Q12722	P47	Q985
Q711	P530	Q17
Q174	P190	Q172
Q183	P530	Q229
Q884	P530	Q668
Q1036	P530	Q183
Q212	P530	Q38
Q865	P530	Q664
Q1408	P47	Q1393
Q1397	P17	Q30
Q794	P530	Q851
Q15180	P530	Q218
Q5146	P17	Q155
Q115	P530	Q38
Q252	P530	Q16
Q1261	P36	Q16554
Q833	P530	Q423
Q1899	P190	Q1757
Q212	P530	Q20
Q928	P530	Q213
Q212	P530	Q884
Q20	P17	Q20
Q28	P530	Q854
Q399	P530	Q96
Q8678	P190	Q71
Q33	P530	Q183
Q717	P530	Q403
Q1158906	P460	Q830350
Q217	P47	Q212
Q399	P530	Q41
Q41	P530	Q813
Q5465	P190	Q656
Q889	P47	Q265
Q597	P190	Q1781
Q35	P530	Q191
Q668	P530	Q241
Q406	P190	Q2044
Q863	P530	Q43
Q1353	P190	Q1297
Q2280	P17	Q34266
Q233	P530	Q17
Q114	P530	Q16
Q403	P530	Q837
Q28	P37	Q9067
Q597	P190	Q1335
Q881	P530	Q30
Q16	P150	Q1965
Q423	P530	Q20
Q148	P47	Q711
Q159	P530	Q39
Q843	P530	Q399
Q759	P47	Q724
Q796	P530	Q668
Q956	P190	Q727
Q159	P530	Q1033
Q212	P530	Q37
Q1033	P530	Q96
Q668885	P460	Q1158477
Q6106	P17	Q30
Q865	P530	Q408
Q924	P530	Q252
Q114	P530	Q148
Q1649	P47	Q1558
Q1748	P190	Q1757
Q159	P47	Q33
Q1563	P190	Q406
Q214	P530	Q403
Q145	P530	Q232
Q38	P530	Q32
Q668	P530	Q1033
Q216	P190	Q1899
Q117	P530	Q159
Q801	P530	Q1030
Q334	P530	Q17
Q117	P530	Q258
Q35	P47	Q20
Q28	P47	Q218
Q64	P190	Q1781
Q233	P530	Q38
Q142	P530	Q711
Q4925477	P407	Q188
Q668	P530	Q865
Q1016	P530	Q155
Q142	P47	Q183
Q1441346	P460	Q7201446
Q794	P530	Q813
Q865	P530	Q30
Q333886	P131	Q61
Q37	P530	Q34
Q233	P530	Q865
Q987	P190	Q1297
Q987	P190	Q649
Q215	P530	Q217
Q1019	P530	Q183
Q1028	P530	Q851
Q1041	P530	Q30
Q148	P530	Q851
Q711	P530	Q668
Q1553	P47	Q1211
Q865	P530	Q298
Q1371	P17	Q30
Q865	P530	Q236
Q724	P47	Q1965
Q711	P530	Q30
Q2868	P190	Q37320
Q912	P530	Q668
Q183	P530	Q1016
Q843	P530	Q35
Q214	P30	Q46
Q159	P530	Q252
Q649	P190	Q994
Q1492	P190	Q1335
Q258	P530	Q38
Q794	P530	Q717
Q1794	P190	Q2256
Q230	P530	Q184
Q1953	P190	Q340
Q1022	P190	Q1489
Q43	P47	Q794
Q35	P530	Q298
Q2807	P190	Q1335
Q717	P530	Q159
Q37	P530	Q801
Q241	P530	Q145
Q974	P17	Q974
Q258	P530	Q17
Q225	P530	Q21
Q183	P530	Q796
Q1461	P190	Q2887
Q414	P530	Q79
Q265	P530	Q191
Q5287	P17	Q884
Q1214	P47	Q1221
Q437	P190	Q1435
Q456	P190	Q2256
Q115	P530	Q34
Q733	P530	Q801
Q585	P190	Q84
Q340	P190	Q1524
Q668	P530	Q869
Q794	P47	Q227
Q414	P530	Q916
Q230	P530	Q786
Q854	P530	Q833
Q399	P530	Q229
Q28513	P47	Q39
Q36600	P30	Q46
Q258	P530	Q750
Q586	P17	Q7318
Q270	P190	Q1297
Q809	P17	Q28
Q6298851	P460	Q18042461
Q31487	P190	Q994
Q1781	P190	Q19660
Q881	P530	Q902
Q340	P190	Q490
Q994	P190	Q1899
Q213	P530	Q801
Q403	P530	Q20
Q18013	P17	Q30
Q779	P17	Q30
Q142	P530	Q796
Q159	P530	Q750
Q148	P150	Q8646
Q632842	P460	Q1159009
Q1033	P47	Q962
Q227	P530	Q17
Q408	P530	Q928
Q183	P530	Q414
Q1016	P530	Q1028
Q15180	P30	Q46
Q145	P530	Q148
Q414	P47	Q77
Q35715	P47	Q3206
Q43	P530	Q889
Q31	P36	Q239
Q39	P530	Q41
Q668	P530	Q711
Q221	P530	Q801
Q717	P530	Q241
Q31	P530	Q77
Q159	P530	Q858
Q1524	P190	Q1085
Q19660	P190	Q8678
Q183	P530	Q881
Q159	P47	Q37
Q224	P530	Q414
Q1773	P190	Q656
Q1085	P190	Q406
Q36	P530	Q155
Q1449	P190	Q5092
Q800	P530	Q155
Q55	P530	Q794
Q17	P37	Q5287
Q1861	P190	Q3616
Q1028	P530	Q948
Q691	P530	Q928
Q41	P530	Q241
Q1159	P47	Q677037
Q179248	P17	Q221
Q148	P530	Q117
Q145	P530	Q1045
Q33	P530	Q191
Q233	P530	Q30
Q717	P530	Q794
Q40	P530	Q221
Q227	P530	Q843
Q1563	P190	Q34370
Q881	P530	Q159
Q213	P530	Q219
Q865	P530	Q8646
Q916	P530	Q881
Q1899	P2936	Q7737
Q84	P17	Q174193
Q3130	P190	Q1489
Q403	P530	Q34
Q843	P530	Q928
Q159	P530	Q884
Q43	P530	Q39
Q1715	P190	Q340
Q4925932	P460	Q1441346
Q183	P530	Q403
Q77	P530	Q822
Q1028	P530	Q843
Q35	P530	Q1016
Q878	P530	Q794
Q851	P530	Q17
Q668	P530	Q878
Q1603	P47	Q1370
Q212	P530	Q31
Q2044	P30	Q46
Q1028	P530	Q145
Q858	P530	Q41
Q17	P530	Q34
Q211	P47	Q191
Q1415	P47	Q1204
Q965	P530	Q183
Q2023	P47	Q1904
Q1533	P190	Q1335
Q1781	P17	Q28513
Q29	P530	Q16
Q717	P530	Q29
Q43	P530	Q414
Q30	P150	Q779
Q1085	P190	Q656
Q13164	P2936	Q7737
Q28513	P36	Q1781
Q956	P190	Q33935
Q16552	P190	Q270
Q668	P530	Q334
Q340	P190	Q1715
Q399	P530	Q77
Q142	P530	Q794
Q114	P530	Q1030
Q948	P530	Q833
Q32	P530	Q865
Q796	P530	Q142
Q79	P530	Q16
Q96	P530	Q28
Q30	P530	Q117
Q792	P530	Q30
Q712	P530	Q30
Q65	P190	Q18125
Q16	P530	Q15180
Q84	P190	Q649
Q865	P530	Q836
Q796	P530	Q34
Q9212	P17	Q30
Q212	P530	Q833
Q649	P190	Q31487
Q9129	P17	Q399
Q213	P155	Q33946
Q783	P530	Q159
Q30	P150	Q1408
Q796	P530	Q902
Q668	P530	Q766
Q1348	P17	Q668
Q423	P530	Q408
Q30	P530	Q115
Q221	P530	Q30
Q77	P530	Q16
Q2256	P190	Q456
Q36600	P17	Q55
Q869	P17	Q869
Q794	P530	Q77
Q1770	P190	Q1754
Q902	P530	Q869
Q2079	P17	Q183
Q145	P530	Q851
Q912	P530	Q148
Q252	P530	Q39
Q843	P530	Q145
Q41	P530	Q39
Q3616	P190	Q1218
Q30	P150	Q1537
Q865	P530	Q79
Q1030	P530	Q954
Q211	P530	Q865
Q79	P530	Q224
Q3711	P190	Q1899
Q236	P530	Q1016
Q1649	P47	Q1522
Q230	P150	Q994
Q43	P530	Q33
Q183	P530	Q184
Q38	P47	Q36704
Q851	P530	Q408
Q43	P530	Q29
Q35	P530	Q37
Q649	P190	Q64
Q851	P530	Q20
Q115	P530	Q17
Q843	P530	Q15180
Q115	P47	Q114
Q902	P47	Q668
Q843	P530	Q155
Q183	P530	Q224
Q843	P530	Q31
Q1191	P17	Q668
Q733	P17	Q733
Q173	P47	Q1428
Q902	P530	Q184
Q794	P530	Q902
Q229	P530	Q148
Q84	P190	Q8660
Q23436	P190	Q31487
Q830350	P460	Q18336315
Q212	P530	Q399
Q183	P530	Q889
Q33	P530	Q215
Q956	P190	Q1773
Q31	P530	Q833
Q928	P530	Q34
Q43	P530	Q142
Q733	P37	Q1321
Q810	P530	Q408
Q1748	P17	Q35
Q805	P530	Q865
Q174	P190	Q490
Q902	P530	Q34
Q1612	P17	Q30
Q956	P190	Q1930
Q399	P530	Q865
Q96	P530	Q252
Q155	P530	Q843
Q325872	P407	Q1321
Q183	P530	Q41
Q174	P17	Q155
Q225	P530	Q218
Q3372	P17	Q142
Q858	P47	Q810
Q801	P530	Q916
Q858	P530	Q224
Q7318	P47	Q31
Q889	P530	Q408
Q399	P47	Q794
Q43	P47	Q41
Q270	P190	Q1435
Q362	P276	Q46
Q79	P530	Q145
Q1008	P47	Q965
Q1974	P47	Q1212
Q472	P190	Q270
Q55	P47	Q183
Q668	P530	Q664
Q813	P530	Q41
Q28513	P140	Q9592
Q218	P47	Q15180
Q30	P150	Q1370
Q423	P530	Q189
Q1741	P190	Q437
Q822	P530	Q16
Q33935	P190	Q1489
Q36312	P190	Q2145
Q38	P530	Q224
Q159	P150	Q656
Q736	P530	Q833
Q836	P47	Q148
Q41	P530	Q954
Q241	P530	Q754
Q3711	P1376	Q36704
Q664	P530	Q159
Q1036	P530	Q30
Q22	P47	Q21
Q962	P47	Q965
Q219	P530	Q29
Q227	P530	Q183
Q41	P530	Q189
Q836	P530	Q35
Q902	P530	Q219
Q159	P530	Q924
Q2280	P190	Q1953
Q148	P47	Q668
Q649	P190	Q956
Q45	P530	Q399
Q1490	P190	Q8684
Q12722	P47	Q12717
Q424	P17	Q424
Q928	P530	Q212
Q902	P530	Q155
Q232	P530	Q212
Q222	P530	Q30
Q884	P530	Q39
Q843	P530	Q334
Q38	P47	Q40
Q12439	P190	Q2280
Q241	P530	Q843
Q174	P190	Q597
Q217	P530	Q39
Q114	P530	Q1033
Q801	P530	Q954
Q843	P530	Q17
Q148	P530	Q712
Q145	P530	Q155
Q64	P190	Q90
Q1761	P190	Q216
Q836	P530	Q30
Q889	P530	Q17
Q801	P361	Q48
Q1454	P47	Q1428
Q739	P530	Q77
Q1773	P190	Q270
Q495	P190	Q365
Q1204	P47	Q1603
Q1762022	P460	Q11122389
Q1033	P530	Q902
Q2807	P190	Q1489
Q16	P17	Q16
Q142	P530	Q20
Q712	P530	Q664
Q809	P17	Q37
Q219	P530	Q28
Q2634	P190	Q1486
Q837	P17	Q837
Q585	P190	Q270
Q38	P530	Q733
Q36074	P190	Q8686
Q928	P530	Q41
Q8740	P710	Q928
Q184	P530	Q843
Q217	P530	Q40
Q924	P530	Q833
Q1370	P47	Q1509
Q84	P17	Q145
Q148	P530	Q869
Q810	P530	Q865
Q865	P530	Q1016
Q1899	P190	Q649
Q298	P47	Q414
Q928	P530	Q424
Q31	P530	Q252
Q7026	P17	Q38
Q35	P530	Q889
Q8652	P190	Q2887
Q712	P530	Q159
Q77	P530	Q403
Q980	P190	Q1428
Q270	P190	Q36600
Q159	P530	Q717
Q61	P190	Q585
Q219	P530	Q229
Q84	P190	Q1486
Q408	P530	Q225
Q1899	P190	Q270
Q23556	P1376	Q1428
Q233	P530	Q229
Q34	P530	Q928
Q16	P530	Q766
Q403	P530	Q1016
Q1461	P190	Q1563
Q43	P530	Q148
Q36074	P36	Q34932
Q35	P530	Q878
Q3616	P190	Q649
Q159	P530	Q837
Q179248	P17	Q38
Q836	P530	Q252
Q801	P530	Q884
Q865	P530	Q786
Q30	P530	Q32
Q218	P530	Q227
Q79	P530	Q258
Q236	P530	Q212
Q159	P530	Q41
Q1214	P17	Q30
Q34433	P17	Q145
Q456	P190	Q2280
Q3105	P47	Q12626
Q12700	P47	Q12538
Q172579	P36	Q495
Q928	P530	Q796
Q965	P47	Q962
Q664	P530	Q79
Q475210	P460	Q11122389
Q5465	P190	Q1486
Q96	P530	Q869
Q96	P530	Q213
Q796	P530	Q183
Q30	P530	Q77
Q18656	P17	Q145
Q916	P530	Q241
Q96	P47	Q30
Q217	P530	Q184
Q1527	P47	Q1948
Q403	P530	Q159
Q987	P131	Q1353
Q1371	P47	Q1370
Q148	P17	Q148
Q258	P530	Q79
Q258	P530	Q843
Q36	P530	Q30
Q25	P17	Q145
Q148	P530	Q924
Q183	P530	Q948
Q35	P530	Q858
Q230	P530	Q794
Q805	P530	Q843
Q85	P190	Q649
Q18125	P17	Q145
Q258	P530	Q252
Q232	P530	Q41
Q183	P530	Q191
Q35	P530	Q39
Q733	P530	Q408
Q117	P530	Q766
Q1055	P190	Q1731
Q7318	P47	Q32
Q1904	P47	Q1948
Q6602	P190	Q1022
Q863	P530	Q851
Q35	P530	Q836
Q84	P190	Q1435
Q668	P530	Q38
Q159	P47	Q230
Q155	P47	Q142
Q30	P150	Q173
Q656	P190	Q585
Q17	P530	Q115
Q34370	P190	Q656
Q16	P530	Q739
Q114	P530	Q408
Q159	P530	Q215
Q1953	P190	Q2280
Q902	P530	Q117
Q954	P530	Q843
Q9129	P17	Q16
Q1899	P190	Q1773
Q851	P530	Q30
Q1159009	P460	Q13501137
Q148	P530	Q1045
Q41	P530	Q38
Q1016	P530	Q668
Q403	P47	Q28
Q159	P530	Q928
Q1028	P530	Q183
Q30	P530	Q233
Q812	P47	Q173
Q902	P530	Q17
Q34266	P47	Q30
Q865	P530	Q55
Q229	P530	Q262
Q771	P47	Q759
Q408	P530	Q668
Q424	P530	Q843
Q96	P530	Q145
Q403	P47	Q225
Q71	P37	Q150
Q145	P530	Q334
Q38	P530	Q948
Q1603	P47	Q1415
Q10989273	P460	Q1158906
Q797	P47	Q1974
Q36687	P47	Q35715
Q148	P530	Q79
Q96	P530	Q258
Q16	P36	Q1930
Q36074	P47	Q3224
Q252	P530	Q29
Q884	P530	Q145
Q334	P47	Q252
Q148	P530	Q258
Q851	P530	Q218
Q40	P530	Q403
Q854	P530	Q30
Q155	P47	Q733
Q16	P530	Q77
Q96	P530	Q219
Q61	P190	Q8684
Q774	P530	Q77
Q3616	P190	Q2280
Q17	P530	Q230
Q668	P530	Q804
Q145	P155	Q174193
Q1009	P530	Q142
Q159	P530	Q902
Q34932	P190	Q1861
Q40	P530	Q159
Q1904	P47	Q1166
Q148	P530	Q945
Q889	P361	Q48
Q2093070	P407	Q150
Q1527	P47	Q1166
Q851	P530	Q334
Q33935	P190	Q649
Q212	P530	Q224
Q406	P190	Q727
Q60	P190	Q84
Q1016	P530	Q142
Q475210	P460	Q4925477
Q183	P530	Q20
Q408	P530	Q822
Q298	P36	Q2887
Q1335	P17	Q77
Q8660	P17	Q843
Q16	P150	Q176
Q656	P190	Q1899
Q1352	P17	Q668
Q230	P530	Q774
Q5287	P17	Q423
Q212	P530	Q916
Q2868	P190	Q2807
Q794	P530	Q17
Q17	P530	Q155
Q2023	P47	Q2003
Q77	P530	Q241
Q50602	P17	Q145
Q865	P530	Q114
Q786	P138	Q2868
Q16957	P47	Q33946
Q1965	P17	Q16
Q214	P530	Q233
Q1794	P190	Q33935
Q31	P47	Q55
Q184	P530	Q217
Q902	P530	Q212
Q219	P530	Q215
Q159	P530	Q889
Q1799	P17	Q36
Q23482	P190	Q4093
Q928	P530	Q43
Q408	P530	Q924
Q739	P530	Q159
Q691	P530	Q30
Q225	P530	Q221
Q145	P530	Q298
Q1033	P530	Q252
Q232	P530	Q403
Q2634	P190	Q9248
Q796	P530	Q212
Q1899	P190	Q8678
Q79	P530	Q96
Q30	P530	Q28
Q668	P530	Q252
Q884	P530	Q40
Q45	P30	Q46
Q423	P530	Q155
Q114	P530	Q423
Q183	P530	Q79
Q225	P530	Q843
Q191	P30	Q46
Q858	P530	Q30
Q96	P530	Q148
Q1393	P17	Q30
Q889	P530	Q902
Q1953	P190	Q472
Q55	P47	Q31
Q1158906	P460	Q7521081
Q79	P530	Q423
Q495	P190	Q656
Q1731	P190	Q6602
Q233	P530	Q43
Q419	P37	Q1321
Q1707	P190	Q1770
Q35	P530	Q225
Q33946	P47	Q16957
Q912	P530	Q159
